"STATISTIC","Quarter","Age at Death","UNIT","VALUE"
"Deaths Registered Provisional","1995Q2","65 to 74 Years","Number","1833"
"Deaths Registered Provisional","1995Q2","75 Years and Over","Number","4639"
"Deaths Registered Provisional","1995Q3","Under 1 Year","Number","71"
"Deaths Registered Provisional","1995Q3","4 Weeks to 1 Year","Number","20"
"Deaths Registered Provisional","1995Q3","1 Week to 4 Weeks","Number","7"
"Deaths Registered Provisional","1995Q3","Under 7 Days","Number","44"
"Deaths Registered Provisional","1995Q3","1 to 7 Days","Number","19"
"Deaths Registered Provisional","1995Q3","Under 1 Day","Number","25"
"Deaths Registered Provisional","1995Q3","1 to 4 Years","Number","9"
"Deaths Registered Provisional","1995Q3","5 to 14 Years","Number","24"
"Deaths Registered Provisional","1995Q3","15 to 24 Years","Number","104"
"Deaths Registered Provisional","1995Q3","25 to 34 Years","Number","91"
"Deaths Registered Provisional","1995Q3","35 to 44 Years","Number","155"
"Deaths Registered Provisional","1995Q3","45 to 54 Years","Number","341"
"Deaths Registered Provisional","1995Q3","55 to 64 Years","Number","690"
"Deaths Registered Provisional","1995Q3","65 to 74 Years","Number","1632"
"Deaths Registered Provisional","1995Q3","75 Years and Over","Number","3721"
"Deaths Registered Provisional","1995Q4","Under 1 Year","Number","77"
"Deaths Registered Provisional","1995Q4","4 Weeks to 1 Year","Number","19"
"Deaths Registered Provisional","1995Q4","1 Week to 4 Weeks","Number","12"
"Deaths Registered Provisional","1995Q4","Under 7 Days","Number","46"
"Deaths Registered Provisional","1995Q4","1 to 7 Days","Number","17"
"Deaths Registered Provisional","1995Q4","Under 1 Day","Number","29"
"Deaths Registered Provisional","1995Q4","1 to 4 Years","Number","17"
"Deaths Registered Provisional","1995Q4","5 to 14 Years","Number","35"
"Deaths Registered Provisional","1995Q4","15 to 24 Years","Number","113"
"Deaths Registered Provisional","1995Q4","25 to 34 Years","Number","123"
"Deaths Registered Provisional","1995Q4","35 to 44 Years","Number","168"
"Deaths Registered Provisional","1995Q4","45 to 54 Years","Number","365"
"Deaths Registered Provisional","1995Q4","55 to 64 Years","Number","717"
"Deaths Registered Provisional","1995Q4","65 to 74 Years","Number","1770"
"Deaths Registered Provisional","1995Q4","75 Years and Over","Number","4105"
"Deaths Registered Provisional","1996Q1","Under 1 Year","Number","67"
"Deaths Registered Provisional","1996Q1","4 Weeks to 1 Year","Number","19"
"Deaths Registered Provisional","1996Q1","1 Week to 4 Weeks","Number","16"
"Deaths Registered Provisional","1996Q1","Under 7 Days","Number","32"
"Deaths Registered Provisional","1996Q1","1 to 7 Days","Number","14"
"Deaths Registered Provisional","1996Q1","Under 1 Day","Number","18"
"Deaths Registered Provisional","1996Q1","1 to 4 Years","Number","15"
"Deaths Registered Provisional","1996Q1","5 to 14 Years","Number","22"
"Deaths Registered Provisional","1996Q1","15 to 24 Years","Number","76"
"Deaths Registered Provisional","1996Q1","25 to 34 Years","Number","80"
"Deaths Registered Provisional","1996Q1","35 to 44 Years","Number","185"
"Deaths Registered Provisional","1996Q1","45 to 54 Years","Number","351"
"Deaths Registered Provisional","1996Q1","55 to 64 Years","Number","860"
"Deaths Registered Provisional","1996Q1","65 to 74 Years","Number","2080"
"Deaths Registered Provisional","1996Q1","75 Years and Over","Number","5512"
"Deaths Registered Provisional","1996Q2","Under 1 Year","Number","59"
"Deaths Registered Provisional","1996Q2","4 Weeks to 1 Year","Number","21"
"Deaths Registered Provisional","1996Q2","1 Week to 4 Weeks","Number","8"
"Deaths Registered Provisional","1996Q2","Under 7 Days","Number","30"
"Deaths Registered Provisional","1996Q2","1 to 7 Days","Number","15"
"Deaths Registered Provisional","1996Q2","Under 1 Day","Number","15"
"Deaths Registered Provisional","1996Q2","1 to 4 Years","Number","16"
"Deaths Registered Provisional","1996Q2","5 to 14 Years","Number","24"
"Deaths Registered Provisional","1996Q2","15 to 24 Years","Number","88"
"Deaths Registered Provisional","1996Q2","25 to 34 Years","Number","91"
"Deaths Registered Provisional","1996Q2","35 to 44 Years","Number","130"
"Deaths Registered Provisional","1996Q2","45 to 54 Years","Number","339"
"Deaths Registered Provisional","1996Q2","55 to 64 Years","Number","692"
"Deaths Registered Provisional","1996Q2","65 to 74 Years","Number","1793"
"Deaths Registered Provisional","1996Q2","75 Years and Over","Number","4558"
"Deaths Registered Provisional","1996Q3","Under 1 Year","Number","81"
"Deaths Registered Provisional","1996Q3","4 Weeks to 1 Year","Number","24"
"Deaths Registered Provisional","1996Q3","1 Week to 4 Weeks","Number","5"
"Deaths Registered Provisional","1996Q3","Under 7 Days","Number","52"
"Deaths Registered Provisional","1996Q3","1 to 7 Days","Number","19"
"Deaths Registered Provisional","1996Q3","Under 1 Day","Number","33"
"Deaths Registered Provisional","1996Q3","1 to 4 Years","Number","20"
"Deaths Registered Provisional","1996Q3","5 to 14 Years","Number","18"
"Deaths Registered Provisional","1996Q3","15 to 24 Years","Number","105"
"Deaths Registered Provisional","1996Q3","25 to 34 Years","Number","115"
"Deaths Registered Provisional","1996Q3","35 to 44 Years","Number","140"
"Deaths Registered Provisional","1996Q3","45 to 54 Years","Number","343"
"Deaths Registered Provisional","1996Q3","55 to 64 Years","Number","684"
"Deaths Registered Provisional","1996Q3","65 to 74 Years","Number","1711"
"Deaths Registered Provisional","1996Q3","75 Years and Over","Number","4018"
"Deaths Registered Provisional","1996Q4","Under 1 Year","Number","71"
"Deaths Registered Provisional","1996Q4","4 Weeks to 1 Year","Number","16"
"Deaths Registered Provisional","1996Q4","1 Week to 4 Weeks","Number","8"
"Deaths Registered Provisional","1996Q4","Under 7 Days","Number","47"
"Deaths Registered Provisional","1996Q4","1 to 7 Days","Number","15"
"Deaths Registered Provisional","1996Q4","Under 1 Day","Number","32"
"Deaths Registered Provisional","1996Q4","1 to 4 Years","Number","15"
"Deaths Registered Provisional","1996Q4","5 to 14 Years","Number","27"
"Deaths Registered Provisional","1996Q4","15 to 24 Years","Number","127"
"Deaths Registered Provisional","1996Q4","25 to 34 Years","Number","125"
"Deaths Registered Provisional","1996Q4","35 to 44 Years","Number","177"
"Deaths Registered Provisional","1996Q4","45 to 54 Years","Number","367"
"Deaths Registered Provisional","1996Q4","55 to 64 Years","Number","701"
"Deaths Registered Provisional","1996Q4","65 to 74 Years","Number","1596"
"Deaths Registered Provisional","1996Q4","75 Years and Over","Number","4035"
"Deaths Registered Provisional","1997Q1","Under 1 Year","Number","87"
"Deaths Registered Provisional","1997Q1","4 Weeks to 1 Year","Number","34"
"Deaths Registered Provisional","1997Q1","1 Week to 4 Weeks","Number","10"
"Deaths Registered Provisional","1997Q1","Under 7 Days","Number","43"
"Deaths Registered Provisional","1997Q1","1 to 7 Days","Number","19"
"Deaths Registered Provisional","1997Q1","Under 1 Day","Number","24"
"Deaths Registered Provisional","1997Q1","1 to 4 Years","Number","14"
"Deaths Registered Provisional","1997Q1","5 to 14 Years","Number","30"
"Deaths Registered Provisional","1997Q1","15 to 24 Years","Number","87"
"Deaths Registered Provisional","1997Q1","25 to 34 Years","Number","108"
"Deaths Registered Provisional","1997Q1","35 to 44 Years","Number","167"
"Deaths Registered Provisional","1997Q1","45 to 54 Years","Number","377"
"Deaths Registered Provisional","1997Q1","55 to 64 Years","Number","824"
"Deaths Registered Provisional","1997Q1","65 to 74 Years","Number","2058"
"Deaths Registered Provisional","1997Q1","75 Years and Over","Number","5483"
"Deaths Registered Provisional","1997Q2","Under 1 Year","Number","80"
"Deaths Registered Provisional","1997Q2","4 Weeks to 1 Year","Number","32"
"Deaths Registered Provisional","1997Q2","1 Week to 4 Weeks","Number","10"
"Deaths Registered Provisional","1997Q2","Under 7 Days","Number","38"
"Deaths Registered Provisional","1997Q2","1 to 7 Days","Number","16"
"Deaths Registered Provisional","1997Q2","Under 1 Day","Number","22"
"Deaths Registered Provisional","1997Q2","1 to 4 Years","Number","12"
"Deaths Registered Provisional","1997Q2","5 to 14 Years","Number","24"
"Deaths Registered Provisional","1997Q2","15 to 24 Years","Number","103"
"Deaths Registered Provisional","1997Q2","25 to 34 Years","Number","108"
"Deaths Registered Provisional","1997Q2","35 to 44 Years","Number","184"
"Deaths Registered Provisional","1997Q2","45 to 54 Years","Number","380"
"Deaths Registered Provisional","1997Q2","55 to 64 Years","Number","779"
"Deaths Registered Provisional","1997Q2","65 to 74 Years","Number","1890"
"Deaths Registered Provisional","1997Q2","75 Years and Over","Number","4544"
"Deaths Registered Provisional","1997Q3","Under 1 Year","Number","80"
"Deaths Registered Provisional","1997Q3","4 Weeks to 1 Year","Number","29"
"Deaths Registered Provisional","1997Q3","1 Week to 4 Weeks","Number","10"
"Deaths Registered Provisional","1997Q3","Under 7 Days","Number","41"
"Deaths Registered Provisional","1997Q3","1 to 7 Days","Number","16"
"Deaths Registered Provisional","1997Q3","Under 1 Day","Number","25"
"Deaths Registered Provisional","1997Q3","1 to 4 Years","Number","11"
"Deaths Registered Provisional","1997Q3","5 to 14 Years","Number","22"
"Deaths Registered Provisional","1997Q3","15 to 24 Years","Number","116"
"Deaths Registered Provisional","1997Q3","25 to 34 Years","Number","100"
"Deaths Registered Provisional","1997Q3","35 to 44 Years","Number","174"
"Deaths Registered Provisional","1997Q3","45 to 54 Years","Number","360"
"Deaths Registered Provisional","1997Q3","55 to 64 Years","Number","722"
"Deaths Registered Provisional","1997Q3","65 to 74 Years","Number","1573"
"Deaths Registered Provisional","1997Q3","75 Years and Over","Number","3932"
"Deaths Registered Provisional","1997Q4","Under 1 Year","Number","77"
"Deaths Registered Provisional","1997Q4","4 Weeks to 1 Year","Number","33"
"Deaths Registered Provisional","1997Q4","1 Week to 4 Weeks","Number","12"
"Deaths Registered Provisional","1997Q4","Under 7 Days","Number","32"
"Deaths Registered Provisional","1997Q4","1 to 7 Days","Number","14"
"Deaths Registered Provisional","1997Q4","Under 1 Day","Number","18"
"Deaths Registered Provisional","1997Q4","1 to 4 Years","Number","12"
"Deaths Registered Provisional","1997Q4","5 to 14 Years","Number","21"
"Deaths Registered Provisional","1997Q4","15 to 24 Years","Number","125"
"Deaths Registered Provisional","1997Q4","25 to 34 Years","Number","128"
"Deaths Registered Provisional","1997Q4","35 to 44 Years","Number","152"
"Deaths Registered Provisional","1997Q4","45 to 54 Years","Number","355"
"Deaths Registered Provisional","1997Q4","55 to 64 Years","Number","693"
"Deaths Registered Provisional","1997Q4","65 to 74 Years","Number","1568"
"Deaths Registered Provisional","1997Q4","75 Years and Over","Number","4045"
"Deaths Registered Provisional","1998Q1","Under 1 Year","Number","82"
"Deaths Registered Provisional","1998Q1","4 Weeks to 1 Year","Number","30"
"Deaths Registered Provisional","1998Q1","1 Week to 4 Weeks","Number","13"
"Deaths Registered Provisional","1998Q1","Under 7 Days","Number","39"
"Deaths Registered Provisional","1998Q1","1 to 7 Days","Number","14"
"Deaths Registered Provisional","1998Q1","Under 1 Day","Number","25"
"Deaths Registered Provisional","1998Q1","1 to 4 Years","Number","19"
"Deaths Registered Provisional","1998Q1","5 to 14 Years","Number","26"
"Deaths Registered Provisional","1998Q1","15 to 24 Years","Number","109"
"Deaths Registered Provisional","1998Q1","25 to 34 Years","Number","118"
"Deaths Registered Provisional","1998Q1","35 to 44 Years","Number","172"
"Deaths Registered Provisional","1998Q1","45 to 54 Years","Number","362"
"Deaths Registered Provisional","1998Q1","55 to 64 Years","Number","795"
"Deaths Registered Provisional","1998Q1","65 to 74 Years","Number","1941"
"Deaths Registered Provisional","1998Q1","75 Years and Over","Number","5303"
"Deaths Registered Provisional","1998Q2","Under 1 Year","Number","88"
"Deaths Registered Provisional","1998Q2","4 Weeks to 1 Year","Number","32"
"Deaths Registered Provisional","1998Q2","1 Week to 4 Weeks","Number","12"
"Deaths Registered Provisional","1998Q2","Under 7 Days","Number","44"
"Deaths Registered Provisional","1998Q2","1 to 7 Days","Number","14"
"Deaths Registered Provisional","1998Q2","Under 1 Day","Number","30"
"Deaths Registered Provisional","1998Q2","1 to 4 Years","Number","14"
"Deaths Registered Provisional","1998Q2","5 to 14 Years","Number","19"
"Deaths Registered Provisional","1998Q2","15 to 24 Years","Number","124"
"Deaths Registered Provisional","1998Q2","25 to 34 Years","Number","80"
"Deaths Registered Provisional","1998Q2","35 to 44 Years","Number","155"
"Deaths Registered Provisional","1998Q2","45 to 54 Years","Number","347"
"Deaths Registered Provisional","1998Q2","55 to 64 Years","Number","773"
"Deaths Registered Provisional","1998Q2","65 to 74 Years","Number","1747"
"Deaths Registered Provisional","1998Q2","75 Years and Over","Number","4674"
"Deaths Registered Provisional","1998Q3","Under 1 Year","Number","72"
"Deaths Registered Provisional","1998Q3","4 Weeks to 1 Year","Number","15"
"Deaths Registered Provisional","1998Q3","1 Week to 4 Weeks","Number","7"
"Deaths Registered Provisional","1998Q3","Under 7 Days","Number","50"
"Deaths Registered Provisional","1998Q3","1 to 7 Days","Number","23"
"Deaths Registered Provisional","1998Q3","Under 1 Day","Number","27"
"Deaths Registered Provisional","1998Q3","1 to 4 Years","Number","16"
"Deaths Registered Provisional","1998Q3","5 to 14 Years","Number","18"
"Deaths Registered Provisional","1998Q3","15 to 24 Years","Number","97"
"Deaths Registered Provisional","1998Q3","25 to 34 Years","Number","104"
"Deaths Registered Provisional","1998Q3","35 to 44 Years","Number","188"
"Deaths Registered Provisional","1998Q3","45 to 54 Years","Number","348"
"Deaths Registered Provisional","1998Q3","55 to 64 Years","Number","719"
"Deaths Registered Provisional","1998Q3","65 to 74 Years","Number","1615"
"Deaths Registered Provisional","1998Q3","75 Years and Over","Number","4010"
"Deaths Registered Provisional","1998Q4","Under 1 Year","Number","88"
"Deaths Registered Provisional","1998Q4","4 Weeks to 1 Year","Number","21"
"Deaths Registered Provisional","1998Q4","1 Week to 4 Weeks","Number","11"
"Deaths Registered Provisional","1998Q4","Under 7 Days","Number","56"
"Deaths Registered Provisional","1998Q4","1 to 7 Days","Number","22"
"Deaths Registered Provisional","1998Q4","Under 1 Day","Number","34"
"Deaths Registered Provisional","1998Q4","1 to 4 Years","Number","15"
"Deaths Registered Provisional","1998Q4","5 to 14 Years","Number","28"
"Deaths Registered Provisional","1998Q4","15 to 24 Years","Number","134"
"Deaths Registered Provisional","1998Q4","25 to 34 Years","Number","126"
"Deaths Registered Provisional","1998Q4","35 to 44 Years","Number","164"
"Deaths Registered Provisional","1998Q4","45 to 54 Years","Number","380"
"Deaths Registered Provisional","1998Q4","55 to 64 Years","Number","716"
"Deaths Registered Provisional","1998Q4","65 to 74 Years","Number","1473"
"Deaths Registered Provisional","1998Q4","75 Years and Over","Number","4093"
"Deaths Registered Provisional","1999Q1","Under 1 Year","Number","80"
"Deaths Registered Provisional","1999Q1","4 Weeks to 1 Year","Number","19"
"Deaths Registered Provisional","1999Q1","1 Week to 4 Weeks","Number","16"
"Deaths Registered Provisional","1999Q1","Under 7 Days","Number","45"
"Deaths Registered Provisional","1999Q1","1 to 7 Days","Number","16"
